国家代码,时间,大类项目代码,是否为东道国,某年整个奥林匹克参与人次,某年整个大类参与人次,某年某国某大类参与人次,该大类项目的细分项目event数量,该国该项目运动员金牌获奖频率,该国该项目运动员银牌获奖频率,该国该项目运动员铜牌获奖频率,明星运动员个数,新星运动员个数,平均运动生涯时间,实际当年其国某项目金牌数量,实际当年其国某项目银牌数量,实际当年其国某项目铜牌数量
EGY,1906,ATH,0,1587,462,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1906,ATH,0,1587,462,16,9,0.0,0.0,0.0,0,0,0.0,1,0,1
FIN,1906,WRG,0,1587,38,2,2,0.0,0.0,0.0,0,0,0.0,1,1,0
FRA,1906,CRD,0,1587,24,3,1,0.0,0.0,0.0,0,0,0.0,1,1,1
FRA,1906,CTR,0,1587,114,19,4,0.1,0.03333333333333333,0.05,56,0,0.0,0,1,3
FRA,1906,ATH,0,1587,462,23,14,0.0,0.3142857142857143,0.08571428571428572,25,2,0.0,1,0,0
FRA,1906,WRG,0,1587,38,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1906,SWM,0,1587,77,3,2,0.016666666666666666,0.1,0.08333333333333333,60,0,0.0,0,0,0
FRA,1906,GAR,0,1587,136,8,2,0.010752688172043012,0.010752688172043012,0.010752688172043012,92,0,0.0,2,0,2
FRA,1906,SHO,0,1587,310,66,12,0.043478260869565216,0.13043478260869565,0.13043478260869565,45,0,0.0,4,3,9
FRA,1906,FEN,0,1587,143,13,4,0.03296703296703297,0.038461538461538464,0.027472527472527472,178,0,0.0,6,1,1
FRA,1906,TEN,0,1587,40,8,4,0.0,0.15789473684210525,0.10526315789473684,18,0,0.0,5,1,0
FRA,1906,ROW,0,1587,146,19,4,0.13636363636363635,0.1590909090909091,0.06818181818181818,44,0,6.0,1,6,11
FRA,1906,WLF,0,1587,22,2,2,0.0,0.0,0.0,0,0,0.0,0,0,1
GER,1906,GAR,0,1587,136,33,3,0.3194444444444444,0.05555555555555555,0.041666666666666664,20,20,0.0,0,0,0
GER,1906,CTR,0,1587,114,21,5,0.0,0.09090909090909091,0.0,5,0,0.0,0,2,2
GER,1906,SWM,0,1587,77,9,3,0.8181818181818182,0.18181818181818182,0.18181818181818182,11,7,0.0,0,4,0
GER,1906,ATH,0,1587,462,47,18,0.0,0.05263157894736842,0.05263157894736842,3,0,0.0,0,1,1
GER,1906,CRD,0,1587,24,6,1,0.0,1.0,0.0,0,0,0.0,0,0,0
GER,1906,TOW,0,1587,25,8,1,0.0,0.0,1.0,1,0,0.0,8,0,0
GER,1906,WRG,0,1587,38,2,1,1.0,0.0,0.0,0,0,0.0,0,0,0
GER,1906,FEN,0,1587,143,23,6,0.0,0.0,0.0,0,0,0.0,5,2,0
GER,1906,DIV,0,1587,23,4,1,0.0,0.3333333333333333,0.0,3,0,0.0,1,1,0
GER,1906,WLF,0,1587,22,4,2,0.0,0.0,0.6666666666666666,2,2,0.0,0,0,3
GBR,1906,ATH,0,1587,462,35,12,0.42105263157894735,0.2631578947368421,0.15789473684210525,16,2,0.0,3,5,1
GBR,1906,GAR,0,1587,136,4,3,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1906,CTR,0,1587,114,19,5,0.0,0.6666666666666666,0.0,1,0,0.0,3,3,0
GBR,1906,DIV,0,1587,23,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1906,SWM,0,1587,77,13,4,0.25,0.0,0.125,8,0,0.0,1,2,5
GBR,1906,FEN,0,1587,143,7,3,0.0,0.0,0.0,0,0,0.0,0,4,0
GBR,1906,SHO,0,1587,310,21,11,0.0,0.0,0.0,0,0,0.0,2,0,2
GBR,1906,CRD,0,1587,24,1,1,0.0,0.0,1.0,0,0,0.0,0,0,0
GRE,1906,GAR,0,1587,136,21,3,0.2,0.1,0.3,0,0,0.0,1,0,1
GRE,1906,CRD,0,1587,24,6,1,0.2,0.0,0.0,0,0,0.0,0,0,0
GRE,1906,CTR,0,1587,114,16,5,0.0,0.42857142857142855,0.0,0,0,0.0,0,0,0
GRE,1906,ATH,0,1587,462,104,21,0.02564102564102564,0.07692307692307693,0.1794871794871795,9,0,0.0,1,2,4
GRE,1906,WLF,0,1587,22,9,2,0.2,0.0,0.4,1,0,0.0,1,0,0
GRE,1906,FEN,0,1587,143,26,8,0.25,0.125,0.25,0,0,0.0,1,5,1
GRE,1906,DIV,0,1587,23,3,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1906,TEN,0,1587,40,19,4,0.0,0.3,0.1,0,0,10.0,1,5,3
GRE,1906,SHO,0,1587,310,97,12,0.08108108108108109,0.08108108108108109,0.08108108108108109,0,0,0.0,2,3,3
GRE,1906,WRG,0,1587,38,9,3,0.0,0.5,0.5,0,0,0.0,0,0,0
GRE,1906,SWM,0,1587,77,9,3,0.1111111111111111,0.3333333333333333,0.2222222222222222,0,0,0.0,0,0,0
HUN,1906,FEN,0,1587,143,18,5,0.0,0.0,0.0,0,0,0.0,0,0,1
HUN,1906,SWM,0,1587,77,8,3,0.8,0.6,0.4,4,3,0.0,4,1,0
HUN,1906,GAR,0,1587,136,22,4,0.0,0.0,0.0,0,0,0.0,0,1,0
HUN,1906,ATH,0,1587,462,35,15,0.05263157894736842,0.05263157894736842,0.15789473684210525,12,0,0.0,1,3,1
HUN,1906,WRG,0,1587,38,3,2,0.0,0.0,0.0,0,0,0.0,0,0,1
HUN,1906,SHO,0,1587,310,12,11,0.0,0.0,0.0,0,0,0.0,0,0,0
HUN,1906,TEN,0,1587,40,1,1,0.0,0.0,1.0,0,0,0.0,0,0,0
ITA,1906,SWM,0,1587,77,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1906,DIV,0,1587,23,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1906,SHO,0,1587,310,15,7,0.0,0.0,0.0,0,0,0.0,0,1,0
ITA,1906,GAR,0,1587,136,17,3,0.0,0.0,0.0,0,0,0.0,0,2,9
ITA,1906,ATH,0,1587,462,9,9,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1906,WLF,0,1587,22,2,2,0.0,0.0,0.0,0,0,0.0,0,1,0
ITA,1906,FEN,0,1587,143,4,4,0.08333333333333333,0.08333333333333333,0.0,12,0,0.0,0,1,1
ITA,1906,CTR,0,1587,114,6,3,0.1111111111111111,0.0,0.0,8,0,0.0,3,0,0
ITA,1906,CRD,0,1587,24,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GRE,1906,ROW,0,1587,146,86,5,0.0,0.0,0.0,0,0,0.0,17,25,7
NED,1906,TEN,0,1587,40,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1906,FEN,0,1587,143,26,6,0.0,0.0,0.0,0,0,0.0,0,1,5
NOR,1906,GAR,0,1587,136,13,2,0.0,0.0,0.0,0,0,0.0,20,0,0
NOR,1906,ATH,0,1587,462,7,5,0.0,0.0,0.3333333333333333,3,0,0.0,0,0,0
NOR,1906,SHO,0,1587,310,25,5,0.0,1.0,0.3333333333333333,6,0,0.0,0,5,0
GRE,1906,TOW,0,1587,25,4,1,0.0,0.0,0.0,0,0,0.0,0,8,0
GBR,1906,ROW,0,1587,146,1,1,0.0,0.0,1.0,1,0,0.0,0,0,0
BEL,1906,ROW,0,1587,146,4,2,0.0,1.8,0.0,5,0,2.0,0,2,0
GBR,1906,FBL,0,1587,27,6,1,1.2222222222222223,0.0,0.1111111111111111,9,0,0.0,0,8,0
FRA,1906,FBL,0,1587,27,1,1,0.0,1.0833333333333333,0.0,12,0,0.0,0,3,0
SWE,1906,DIV,0,1587,23,10,1,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1906,SWM,0,1587,77,10,3,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1906,ATH,0,1587,462,35,17,0.0,0.0,0.07142857142857142,14,0,0.0,2,4,5
SWE,1906,SHO,0,1587,310,23,8,0.0,0.0,0.0,0,0,0.0,0,1,1
SWE,1906,FEN,0,1587,143,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1906,TOW,0,1587,25,6,1,3.0,0.0,0.0,1,0,0.0,0,0,8
SWE,1906,CRD,0,1587,24,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1906,CTR,0,1587,114,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1906,WLF,0,1587,22,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
SUI,1906,SHO,0,1587,310,29,8,0.5652173913043478,0.043478260869565216,0.043478260869565216,22,0,0.0,8,3,1
SUI,1906,CTR,0,1587,114,7,4,0.0,0.0,0.0,0,0,0.0,0,0,0
SUI,1906,CRD,0,1587,24,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
SUI,1906,ATH,0,1587,462,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
TUR,1906,ATH,0,1587,462,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
USA,1906,ATH,0,1587,462,66,19,0.22767857142857142,0.19642857142857142,0.14732142857142858,207,136,2.0,11,6,6
USA,1906,DIV,0,1587,23,1,1,0.2857142857142857,0.14285714285714285,0.2857142857142857,7,7,0.0,0,0,0
USA,1906,SWM,0,1587,77,8,4,0.17647058823529413,0.17647058823529413,0.20588235294117646,30,30,0.0,1,0,0
USA,1906,TEN,0,1587,40,4,2,0.05454545454545454,0.07272727272727272,0.14545454545454545,55,48,0.0,0,0,0
USA,1906,WRG,0,1587,38,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1908,ROW,0,2872,60,4,1,0.25,0.4166666666666667,0.75,0,0,0.0,0,0,4
ARG,1908,FSK,0,2872,23,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1908,ROW,0,2872,60,9,4,0.0,1.125,0.0,8,0,0.0,0,0,15
ANZ,1908,ATH,0,2872,762,15,9,0.0,0.0,0.0,0,0,0.0,0,0,1
ANZ,1908,DIV,0,2872,46,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ANZ,1908,BOX,0,2872,36,1,1,0.0,0.0,0.0,0,0,0.0,0,1,0
ANZ,1908,SWM,0,2872,148,12,5,0.0,0.0,0.0,0,0,4.0,0,1,1
ANZ,1908,RUG,0,2872,22,11,1,0.0,0.0,0.0,0,0,0.0,15,0,0
ANZ,1908,SHO,0,2872,434,3,3,0.0,0.0,0.0,0,0,0.0,0,0,0
AUT,1908,FEN,0,2872,229,1,1,0.0,0.0,0.15384615384615385,0,0,0.0,0,0,0
AUT,1908,TEN,0,2872,79,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
AUT,1908,ATH,0,2872,762,4,4,0.0,0.0,0.0,0,0,0.0,0,0,0
AUT,1908,SWM,0,2872,148,3,3,0.11764705882352941,0.23529411764705882,0.17647058823529413,8,7,0.0,0,0,1
BEL,1908,FEN,0,2872,229,24,4,0.13333333333333333,0.0,0.26666666666666666,10,10,4.0,0,0,7
BEL,1908,WPO,0,2872,28,7,1,0.0,1.4285714285714286,0.0,0,0,0.0,0,7,0
BEL,1908,SWM,0,2872,148,7,3,0.0,0.0,0.0,0,0,0.0,0,0,0
BEL,1908,ATH,0,2872,762,9,9,0.0,0.3333333333333333,0.0,3,0,0.0,0,0,0
BEL,1908,CTR,0,2872,241,12,5,0.0,0.0,0.2,4,0,0.0,0,0,1
BEL,1908,GAR,0,2872,306,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BEL,1908,WRG,0,2872,73,4,2,0.0,0.0,0.3333333333333333,3,0,0.0,0,0,0
BEL,1908,SHO,0,2872,434,16,4,0.0,0.041666666666666664,0.08333333333333333,0,0,0.0,1,5,0
BEL,1908,ROW,0,2872,60,7,2,0.0,1.375,0.0,3,3,3.0,0,9,0
BEL,1908,DIV,0,2872,46,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,1908,ROW,0,2872,60,3,2,0.25,0.0,0.55,0,0,4.0,0,0,3
BOH,1908,WRG,0,2872,73,4,3,0.0,0.0,0.0,0,0,4.0,0,0,0
BOH,1908,GAR,0,2872,306,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
BOH,1908,FEN,0,2872,229,21,4,0.0,0.0,0.0,0,0,0.0,0,0,6
BOH,1908,TEN,0,2872,79,6,2,0.0,0.0,1.25,2,2,0.0,0,0,0
BOH,1908,ATH,0,2872,762,6,5,0.0,0.1,0.0,0,0,0.0,0,0,0
GBR,1908,ROW,0,2872,60,24,4,0.0,0.0,0.5,0,0,4.0,16,7,9
FRA,1908,0,0,2872,26,1,1,0.0,0.0,0.0,0,0,0.0,1,0,0
CAN,1908,CTR,0,2872,241,19,6,0.0,0.0,0.0,0,0,0.0,0,0,4
CAN,1908,ATH,0,2872,762,50,19,0.15,0.05,0.05,13,4,4.0,1,1,4
CAN,1908,SHO,0,2872,434,25,4,0.0,0.0,0.0,0,0,0.0,1,7,6
CAN,1908,LAX,0,2872,21,10,1,0.75,0.0,0.75,16,0,0.0,12,0,0
CAN,1908,TEN,0,2872,79,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1908,WRF,0,2872,57,1,1,0.0,0.0,0.0,0,0,0.0,0,0,1
CAN,1908,GAR,0,2872,306,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1908,FEN,0,2872,229,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1908,DIV,0,2872,46,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
CAN,1908,SWM,0,2872,148,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1908,SAL,0,2872,44,25,4,1.0909090909090908,0.09090909090909091,0.09090909090909091,0,0,0.0,22,10,5
GBR,1908,RUG,0,2872,22,11,1,0.0,15.0,0.0,0,0,0.0,0,15,0
DEN,1908,ATH,0,2872,762,13,9,0.0,0.0,0.07142857142857142,0,0,2.0,0,0,0
DEN,1908,WRG,0,2872,73,11,4,0.5,0.25,0.25,4,4,0.0,0,0,3
DEN,1908,GAR,0,2872,306,21,1,0.0,1.125,0.0,15,15,0.0,0,0,0
DEN,1908,FBL,0,2872,62,10,1,1.0909090909090908,0.0,0.0,11,11,0.0,0,13,0
DEN,1908,SHO,0,2872,434,19,3,0.05555555555555555,0.2222222222222222,0.1111111111111111,0,0,0.0,0,0,0
DEN,1908,FEN,0,2872,229,14,3,0.0,0.0,0.16666666666666666,0,0,0.0,0,0,0
DEN,1908,SWM,0,2872,148,11,5,0.0,0.0,0.3333333333333333,0,0,0.0,0,1,0
DEN,1908,BOX,0,2872,36,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1908,0,0,2872,26,23,4,0.0,0.0,0.0,0,0,0.0,6,1,1
GBR,1908,HOC,0,2872,46,24,1,0.0,0.0,0.0,0,0,0.0,11,12,22
FIN,1908,DIV,0,2872,46,3,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1908,SWM,0,2872,148,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1908,GAR,0,2872,306,28,2,0.0,0.0,0.0,0,0,0.0,0,0,26
FIN,1908,SHO,0,2872,434,15,2,0.0,0.0,0.0,0,0,0.0,0,0,0
FIN,1908,ATH,0,2872,762,36,13,0.14285714285714285,0.0,0.14285714285714285,7,7,0.0,0,0,1
FIN,1908,WRG,0,2872,73,4,2,1.0,1.0,0.0,1,1,0.0,1,1,1
NOR,1908,SAL,0,2872,44,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1908,FEN,0,2872,229,30,4,0.0625,0.041666666666666664,0.03125,10,10,0.0,8,1,1
FRA,1908,ATH,0,2872,762,35,15,0.018867924528301886,0.20754716981132076,0.05660377358490566,20,0,0.0,0,1,5
FRA,1908,SWM,0,2872,148,4,3,0.015873015873015872,0.09523809523809523,0.07936507936507936,0,0,0.0,0,0,0
FRA,1908,SHO,0,2872,434,52,13,0.07058823529411765,0.10588235294117647,0.17647058823529413,39,39,0.0,0,0,10
FRA,1908,BOX,0,2872,36,6,3,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1908,HOC,0,2872,46,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1908,ARC,0,2872,76,25,2,0.25,0.3125,0.25,0,0,0.0,1,1,1
FRA,1908,CTR,0,2872,241,54,6,0.08450704225352113,0.04225352112676056,0.08450704225352113,11,11,0.0,2,2,2
FRA,1908,GAR,0,2872,306,53,2,0.030303030303030304,0.010101010101010102,0.030303030303030304,6,6,0.0,0,0,1
FRA,1908,TEN,0,2872,79,1,1,0.2,0.16,0.08,6,6,0.0,0,0,0
FRA,1908,VBV,0,2872,6,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
FRA,1908,FBL,0,2872,62,16,1,0.0,1.2307692307692308,0.0,1,1,0.0,0,0,0
SWE,1908,SAL,0,2872,44,12,2,0.0,0.0,0.0,0,0,0.0,0,5,0
GER,1908,FEN,0,2872,229,25,4,0.38461538461538464,0.15384615384615385,0.0,11,11,0.0,0,0,0
GER,1908,SWM,0,2872,148,5,2,0.45,0.3,0.1,16,9,0.0,1,0,0
GER,1908,ATH,0,2872,762,37,17,0.0,0.0392156862745098,0.0392156862745098,35,32,4.0,0,4,1
GER,1908,DIV,0,2872,46,7,2,0.14285714285714285,0.2857142857142857,0.0,7,4,0.0,1,1,1
GER,1908,CTR,0,2872,241,31,6,0.0,0.12,0.08,14,14,0.0,0,4,1
GER,1908,GAR,0,2872,306,10,1,0.23232323232323232,0.04040404040404041,0.030303030303030304,20,0,0.0,0,0,0
GER,1908,HOC,0,2872,46,11,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GER,1908,FSK,0,2872,23,3,2,0.0,0.0,0.0,0,0,0.0,2,1,0
GER,1908,TEN,0,2872,79,7,2,0.25,0.0,0.0,0,0,8.0,0,1,0
GER,1908,WRG,0,2872,73,1,1,0.3333333333333333,0.0,0.0,0,0,0.0,0,0,0
GER,1908,SHO,0,2872,434,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1908,BOX,0,2872,36,27,4,0.0,0.0,0.0,0,0,0.0,4,3,4
GBR,1908,WRF,0,2872,57,47,5,0.0,0.0,0.0,0,0,0.0,3,4,4
GBR,1908,ATH,0,2872,762,181,25,0.2619047619047619,0.23809523809523808,0.09523809523809523,25,23,4.0,11,7,3
GBR,1908,DIV,0,2872,46,16,2,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1908,LAX,0,2872,21,11,1,0.0,0.0,0.0,0,0,0.0,0,12,0
GBR,1908,SHO,0,2872,434,131,15,0.16666666666666666,0.0,0.16666666666666666,8,8,0.0,14,15,16
GBR,1908,FEN,0,2872,229,32,4,0.0,0.4444444444444444,0.0,5,5,0.0,0,6,0
GBR,1908,CTR,0,2872,241,65,6,0.16666666666666666,0.2777777777777778,0.0,15,15,0.0,8,4,2
GBR,1908,ARC,0,2872,76,49,3,0.0,0.0,0.0,0,0,0.0,2,2,1
GBR,1908,GAR,0,2872,306,62,2,0.0,0.0,0.0,0,0,0.0,0,1,0
GBR,1908,RQT,0,2872,11,11,2,0.0,0.0,0.0,0,0,0.0,3,3,4
GBR,1908,WRG,0,2872,73,19,4,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1908,FBL,0,2872,62,11,1,0.7333333333333333,0.5333333333333333,0.06666666666666667,6,6,0.0,11,0,0
GBR,1908,SWM,0,2872,148,38,6,0.2,0.13333333333333333,0.4,7,7,0.0,7,2,1
GBR,1908,TEN,0,2872,79,36,6,0.4,0.1,0.35,0,0,12.0,8,7,5
GBR,1908,VBV,0,2872,6,5,1,0.0,0.0,0.0,0,0,0.0,1,1,1
GBR,1908,WPO,0,2872,28,7,1,1.5,0.0,0.25,0,0,0.0,7,0,0
GBR,1908,FSK,0,2872,23,12,4,0.0,0.0,0.0,0,0,0.0,1,3,4
GRE,1908,ATH,0,2872,762,23,16,0.018867924528301886,0.04716981132075472,0.10377358490566038,76,67,0.0,0,3,0
GRE,1908,SHO,0,2872,434,23,7,0.05,0.06,0.06,63,63,0.0,0,0,1
GRE,1908,CTR,0,2872,241,2,2,0.0,0.13636363636363635,0.0,0,0,0.0,0,0,0
FRA,1908,SAL,0,2872,44,3,1,0.06451612903225806,0.2129032258064516,0.1870967741935484,0,0,0.0,0,0,3
HUN,1908,GAR,0,2872,306,6,1,0.0,0.041666666666666664,0.0,16,0,0.0,0,0,0
HUN,1908,FEN,0,2872,229,16,3,0.0,0.0,0.05263157894736842,15,0,0.0,6,1,0
HUN,1908,SWM,0,2872,148,16,5,0.6153846153846154,0.3076923076923077,0.15384615384615385,11,8,0.0,0,5,0
HUN,1908,ATH,0,2872,762,39,19,0.046511627906976744,0.09302325581395349,0.09302325581395349,24,24,0.0,0,1,5
HUN,1908,ROW,0,2872,60,8,2,0.0,0.0,0.0,0,0,0.0,0,0,1
HUN,1908,TEN,0,2872,79,5,2,0.0,0.0,0.5,0,0,0.0,0,0,0
HUN,1908,WRG,0,2872,73,8,4,0.0,0.0,0.25,3,0,0.0,1,0,0
HUN,1908,SHO,0,2872,434,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
GBR,1908,POL,0,2872,8,8,1,0.5,0.3333333333333333,0.16666666666666666,0,0,0.0,4,8,0
ISL,1908,WRG,0,2872,73,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1908,GAR,0,2872,306,18,2,0.0,0.1111111111111111,0.5,17,17,0.0,1,0,0
ITA,1908,ATH,0,2872,762,22,12,0.0,0.0,0.0,0,0,0.0,0,1,0
ITA,1908,SWM,0,2872,148,6,5,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1908,FEN,0,2872,229,25,4,0.0625,0.125,0.0625,4,4,0.0,0,5,0
ITA,1908,DIV,0,2872,46,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
ITA,1908,ROW,0,2872,60,1,1,0.782608695652174,0.13043478260869565,0.7391304347826086,23,23,0.0,0,0,0
ITA,1908,CTR,0,2872,241,9,4,0.3333333333333333,0.0,0.0,3,3,0.0,0,0,0
ITA,1908,WRG,0,2872,73,1,1,0.0,0.0,0.0,0,0,0.0,1,0,0
GBR,1908,TOW,0,2872,28,12,1,0.0,0.0,0.0,0,0,0.0,8,8,8
NED,1908,GAR,0,2872,306,38,2,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1908,FBL,0,2872,62,11,1,0.0,0.0,1.0,0,0,0.0,0,0,12
NED,1908,WRG,0,2872,73,8,3,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1908,WPO,0,2872,28,7,1,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1908,SWM,0,2872,148,7,4,0.0,0.0,0.25,0,0,0.0,0,0,0
NED,1908,CTR,0,2872,241,22,5,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1908,ATH,0,2872,762,53,16,0.0,0.0,0.0,0,0,0.0,0,0,0
NED,1908,SHO,0,2872,434,28,6,0.0,0.0,0.21739130434782608,0,0,0.0,0,0,0
NED,1908,FEN,0,2872,229,26,4,0.0,0.06666666666666667,0.3333333333333333,14,14,0.0,0,0,0
NED,1908,TEN,0,2872,79,4,2,0.0,0.0,0.0,0,0,0.0,0,0,0
NOR,1908,GAR,0,2872,306,32,2,1.1764705882352942,0.0,0.0,13,13,0.0,0,30,0
NOR,1908,FEN,0,2872,229,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
NOR,1908,ATH,0,2872,762,22,13,0.0,0.0,0.1,0,0,0.0,0,1,2
NOR,1908,SHO,0,2872,434,26,4,0.0,0.5238095238095238,0.09523809523809523,15,15,0.0,7,0,1
NOR,1908,WRF,0,2872,57,1,1,1.0,0.0,0.0,2,0,0.0,0,1,0
NOR,1908,ROW,0,2872,60,4,1,0.0,0.0,0.0,0,0,0.0,0,0,0
RUS,1908,WRG,0,2872,73,4,4,0.0,0.0,0.0,0,0,0.0,0,2,0
RUS,1908,FSK,0,2872,23,2,2,0.0,0.0,0.0,0,0,0.0,1,0,0
RUS,1908,ATH,0,2872,762,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
RSA,1908,ATH,0,2872,762,9,6,0.0,0.0,0.0,0,0,0.0,1,1,0
RSA,1908,CTR,0,2872,241,14,5,0.0,0.0,0.0,0,0,0.0,0,0,0
RSA,1908,FEN,0,2872,229,2,2,0.0,0.0,0.0,0,0,0.0,0,0,0
RSA,1908,TEN,0,2872,79,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1908,TEN,0,2872,79,6,3,0.0,0.0,0.0,0,0,0.0,0,0,3
SWE,1908,DIV,0,2872,46,12,2,0.0,0.0,0.0,0,0,0.0,1,1,1
SWE,1908,FBL,0,2872,62,14,1,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1908,TOW,0,2872,28,8,1,0.42857142857142855,0.0,1.1428571428571428,6,6,0.0,0,0,0
SWE,1908,SWM,0,2872,148,18,6,0.0,0.0,0.0,0,0,0.0,0,0,2
SWE,1908,ATH,0,2872,762,65,24,0.05263157894736842,0.10526315789473684,0.15789473684210525,24,24,4.0,2,0,3
SWE,1908,WRF,0,2872,57,2,1,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1908,WRG,0,2872,73,8,3,0.0,0.0,0.0,0,0,0.0,1,1,0
SWE,1908,WPO,0,2872,28,7,1,0.0,0.0,0.0,0,0,0.0,0,0,7
SWE,1908,SHO,0,2872,434,60,14,0.0,0.07692307692307693,0.07692307692307693,13,13,0.0,5,10,1
SWE,1908,GAR,0,2872,306,33,1,0.0,0.0,0.0,0,0,0.0,38,0,0
SWE,1908,FEN,0,2872,229,11,2,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1908,CTR,0,2872,241,7,4,0.0,0.0,0.0,0,0,0.0,0,0,0
SWE,1908,FSK,0,2872,23,4,2,0.0,0.0,0.0,0,0,0.0,1,1,1
SUI,1908,ATH,0,2872,762,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
USA,1908,ATH,1,2872,762,141,22,0.2222222222222222,0.17921146953405018,0.13978494623655913,191,55,2.0,19,14,8
USA,1908,SHO,1,2872,434,33,9,0.6666666666666666,0.3333333333333333,0.0,0,0,0.0,11,2,1
USA,1908,FSK,1,2872,23,1,1,0.0,0.0,0.0,0,0,0.0,0,0,0
USA,1908,TOW,1,2872,28,8,1,0.5555555555555556,0.5555555555555556,0.4444444444444444,9,0,0.0,0,0,0
USA,1908,CTR,1,2872,241,6,3,0.14285714285714285,0.14285714285714285,0.16326530612244897,47,0,0.0,0,0,0
USA,1908,WRF,1,2872,57,6,5,0.125,0.15,0.15,40,0,0.0,2,0,0
USA,1908,SWM,1,2872,148,14,6,0.16666666666666666,0.14285714285714285,0.16666666666666666,38,0,0.0,1,0,4
USA,1908,DIV,1,2872,46,4,2,0.25,0.125,0.25,7,0,0.0,0,0,1
USA,1908,0,1,2872,26,2,1,0.25,0.25,0.25,4,0,0.0,1,0,0
USA,1908,ARC,1,2872,76,2,2,0.21818181818181817,0.14545454545454545,0.14545454545454545,55,0,0.0,0,0,1
BEL,1908,SAL,0,2872,44,3,1,0.0,0.0,0.0,0,0,0.0,0,3,0
ANZ,1912,SWM,0,3773,200,20,7,0.0,0.125,0.125,8,8,4.0,5,2,2
ANZ,1912,ATH,0,3773,948,7,7,0.0,0.0,0.07692307692307693,13,0,0.0,0,0,0
ANZ,1912,ROW,0,3773,133,5,2,0.0,0.0,0.0,0,0,0.0,0,0,0
ANZ,1912,TEN,0,3773,155,1,1,0.0,0.0,0.0,0,0,0.0,0,0,1
AUT,1912,SWM,0,3773,200,14,6,0.1,0.2,0.2,10,0,0.0,0,0,4
